Refcode,metal,Atomic_number,Atomic_weight,Atomic_redius,M_electronegativity,Polarizability,Electron_affinity,Allen_en,Ghosh_en,Pauling_en,Inchikey
NESVEP,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,RVAFAIOWXGOYMP-OQLLNIDSSA-N
NETZAP,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,GBUCDXITNGHSJM-UHFFFAOYSA-N
NEWZIA,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,MGFJDEHFNMWYBD-OWOJBTEDSA-N
NEXXEV,Li,3,6.94,1.28,2.6958573805,164.1125,0.618049,5.392,0.105093,0.98,KQCVBSWDYHBUFH-UHFFFAOYSA-N
NEXXIZ,Li,3,6.94,1.28,2.6958573805,164.1125,0.618049,5.392,0.105093,0.98,KQCVBSWDYHBUFH-UHFFFAOYSA-N
NEYQUD,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,RHDKVBOMRJVXKZ-UHFFFAOYSA-N
NEYVUK,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,SNOFKGQEUYMNCE-UHFFFAOYSA-N
NIBGOW,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FSMDLFPPCPJXEA-VGOFMYFVSA-N
NIGBOW,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,RAXJMYHMQXJGIN-UHFFFAOYSA-N
NIHGAN,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
NIHGER,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
NIHGER01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
NIHJEW01,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,FKWZOYJOJDEUDI-UHFFFAOYSA-N
NIJVAF,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MIFVIKFUGIBACJ-UHFFFAOYSA-N
NIJZOX,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FDTQOZYHNDMJCM-UHFFFAOYSA-N
NIJZOX01,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FDTQOZYHNDMJCM-UHFFFAOYSA-N
NIKBEQ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,FDTQOZYHNDMJCM-UHFFFAOYSA-N
NIKFEU,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FDTQOZYHNDMJCM-UHFFFAOYSA-N
NIKFEU02,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FDTQOZYHNDMJCM-UHFFFAOYSA-N
NIKFEU03,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FDTQOZYHNDMJCM-UHFFFAOYSA-N
NIMVUC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ULSYKLKUYWGRSG-UHFFFAOYSA-N
NIMWAJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ULSYKLKUYWGRSG-UHFFFAOYSA-N
NIMWOX,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DRPQNHINKBSCFJ-UHFFFAOYSA-N
NINDEW,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LNTFNDBHCONYER-MELFUQDXSA-N
NIPMAA,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,AZUHIVLOSAPWDM-UHFFFAOYSA-N
NIPMAA01,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,AZUHIVLOSAPWDM-UHFFFAOYSA-N
NIQHIH,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,OKDIXWZVMMKALZ-UHFFFAOYSA-N
NIQPEL,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,MWVTWFVJZLCBMC-UHFFFAOYSA-N
NIRGEC,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,ZMXDDKWLCZADIW-UHFFFAOYSA-N
NISPEL,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,KWYLNHCWDKPWNX-UHFFFAOYSA-N
NITCID,Y,39,88.90584,1.9,3.10863,162.0,0.307,6.631,0.1216986,1.22,OWVZESVDNQLQPV-UHFFFAOYSA-N
NITCOJ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
NITDAW,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,OWVZESVDNQLQPV-UHFFFAOYSA-N
NITDIE,Yb,70,173.054,1.87,3.12708,139.0,-0.02,,0.22119,,OWVZESVDNQLQPV-UHFFFAOYSA-N
NIVTES,Au,79,196.966569,1.36,4.6127765,36.0,2.30863,11.33,0.26137,2.4,RAOIDOHSFRTOEL-UHFFFAOYSA-N
NIVTIW,Au,79,196.966569,1.36,4.6127765,36.0,2.30863,11.33,0.26137,2.4,SNOFKGQEUYMNCE-UHFFFAOYSA-N
NIVXIC,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,QGZKDVFQNNGYKY-UHFFFAOYSA-N
NIXJIP,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,XLLIUDMGQNPRJS-UHFFFAOYSA-N
NIYPAO,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,XLLIUDMGQNPRJS-UHFFFAOYSA-N
NOBTEF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,ZDKYCLHKQCVJCK-UHFFFAOYSA-N
NOBZIP,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,PYVGLTJBKOVWFP-XNTDXEJSSA-N
NOCKOG,Mg,12,24.305,1.41,,71.2,,7.646,0.121644,1.31,FDTQOZYHNDMJCM-UHFFFAOYSA-N
NODDAM,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LCZUOKDVTBMCMX-UHFFFAOYSA-N
NOFBIW,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,JKJJFRREJHCIGB-ONEGZZNKSA-N
NOGCOC01,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,VOLGAXAGEUPBDM-UHFFFAOYSA-N
NOGNIH,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
NOJBUL,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,JQDRMMHIHCZOGT-UHFFFAOYSA-N
NOJNUW,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
NOKKUT,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,WYURNTSHIVDZCO-UHFFFAOYSA-N
NOKLAA,Nd,60,144.242,2.01,2.7625,208.0,1.916,,0.176539,1.14,WYURNTSHIVDZCO-UHFFFAOYSA-N
NOPCIH,Ti,22,47.867,1.6,3.41406,100.0,0.079,8.17,0.12336369999999999,1.54,UNSGDYUTWVQEFO-UHFFFAOYSA-N
NOPCUR,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,KGWVFQAPOGAVRF-UHFFFAOYSA-N
NOPXEX,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,CMSVMCQOLWQCQW-UHFFFAOYSA-N
NOQJAG,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,NKUFFYFOBGGDTP-UHFFFAOYSA-N
NOTDEI,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,OMNFEFLKDQUMRN-UHFFFAOYSA-N
NOVGIR,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,PVAQSGXNQUFOMY-UHFFFAOYSA-N
NOWYUW,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,JWHUNJBKTXKJEQ-ZPUQHVIOSA-N
NUCYAN,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,XHMNDHYLPHNARQ-UHFFFAOYSA-N
NUCYER,Gd,64,157.25,1.96,,158.0,,,0.1944,1.2,XHMNDHYLPHNARQ-UHFFFAOYSA-N
NUCYIV,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,XHMNDHYLPHNARQ-UHFFFAOYSA-N
NUFYAP,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,RFLUKHUNOKWRDA-UHFFFAOYSA-N
NUFYET,Ga,31,69.723,1.22,2.9996509,50.0,0.43,10.39,0.17237729999999998,1.81,RFLUKHUNOKWRDA-UHFFFAOYSA-N
NUFYIX,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,RFLUKHUNOKWRDA-UHFFFAOYSA-N
NUGSAM,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,UKQKTBWAJXZAPP-UHFFFAOYSA-N
NUHQEN,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GTMIMCSBUAARFZ-UHFFFAOYSA-N
NUKGIK,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,ZNGJUATYXBHZSB-UHFFFAOYSA-N
NUKGOQ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,ZNGJUATYXBHZSB-UHFFFAOYSA-N
NUKGUW,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ZNGJUATYXBHZSB-UHFFFAOYSA-N
NURBUZ,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,VWSRHOIRMGHAPR-UHFFFAOYSA-N
NURCAG,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,VWSRHOIRMGHAPR-UHFFFAOYSA-N
NUSQUN02,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,WYURNTSHIVDZCO-UHFFFAOYSA-N
NUYDAN,Na,11,22.98976928,1.66,2.56953835,162.7,0.547926,5.14,0.093214,0.93,PKZYYLYMDJHUBP-UHFFFAOYSA-N
NUZVOV,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,CJKVEQCFBPYMOH-WGDLNXRISA-N
OBAFEF,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,OWVZESVDNQLQPV-UHFFFAOYSA-N
OBAFIJ,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,OWVZESVDNQLQPV-UHFFFAOYSA-N
OBAFOP,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,OWVZESVDNQLQPV-UHFFFAOYSA-N
OBAGOQ01,La,57,138.90547,2.07,2.78845,215.0,0.47,,0.163142,1.1,YKGHYTHNPWEYBV-UHFFFAOYSA-N
OBEJUD,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,JUJWROOIHBZHMG-UHFFFAOYSA-N
OBESUM,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,FKNQCJSGGFJEIZ-UHFFFAOYSA-N
OBICIM,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DGEZNRSVGBDHLK-UHFFFAOYSA-N
OBICUY,Ga,31,69.723,1.22,2.9996509,50.0,0.43,10.39,0.17237729999999998,1.81,XMEMBTRAHXDWCO-UHFFFAOYSA-N
OBILER,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,DRXUKNGBCQEAOM-UHFFFAOYSA-N
OBIXOO,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,KSXXKDLANCHTJG-SFYZADRCSA-N
OBODAM,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,JHFZXQDRGYYUGG-UHFFFAOYSA-N
OBOGUJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,IWDFHWZHHOSSGR-UHFFFAOYSA-N
OBOGUJ01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,IWDFHWZHHOSSGR-UHFFFAOYSA-N
OBORIH,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,VLKMUQKTLWNRGB-WLRTZDKTSA-N
OCAMAG,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,OQLSUWQLWUDGGW-UHFFFAOYSA-N
OCEGOT,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,UXTFKIJKRJJXNV-UHFFFAOYSA-N
OCIBOU,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ISXPITWIJWSEKJ-UHFFFAOYSA-N
OCIZEH,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,MIFVIKFUGIBACJ-UHFFFAOYSA-N
OCOFES,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,WEVYAHXRMPXWCK-UHFFFAOYSA-N
OCOGAP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,WEVYAHXRMPXWCK-UHFFFAOYSA-N
OCOSAC,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,LBDTXVKFHCPKLX-KVJLFNRQSA-N
OCUNAE,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,RSPJFEGYRMRFIU-UHFFFAOYSA-N
OCUNAE01,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,FXHOOIRPVKKKFG-UHFFFAOYSA-N
ODEPIW,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WPGHPGAUFIJVJF-UHFFFAOYSA-N
ODEPOC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,SOSPMXMEOFGPIM-UHFFFAOYSA-N
ODEPUI,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,HWWYDZCSSYKIAD-UHFFFAOYSA-N
ODEQAP,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WPGHPGAUFIJVJF-UHFFFAOYSA-N
ODEQAP01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WPGHPGAUFIJVJF-UHFFFAOYSA-N
ODEQAP02,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WPGHPGAUFIJVJF-UHFFFAOYSA-N
ODEQET,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,SOSPMXMEOFGPIM-UHFFFAOYSA-N
ODEQET01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,SOSPMXMEOFGPIM-UHFFFAOYSA-N
ODEQET02,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,SOSPMXMEOFGPIM-UHFFFAOYSA-N
ODEQIX,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,HWWYDZCSSYKIAD-UHFFFAOYSA-N
ODEQIX01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,HWWYDZCSSYKIAD-UHFFFAOYSA-N
ODEQIX02,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,HWWYDZCSSYKIAD-UHFFFAOYSA-N
ODEQOD,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WPGHPGAUFIJVJF-UHFFFAOYSA-N
ODEQUJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,SOSPMXMEOFGPIM-UHFFFAOYSA-N
ODIKET,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWHUSUFTBDLEKG-UHFFFAOYSA-N
ODIRAV,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,KFLIIODNMPHEDZ-UHFFFAOYSA-N
ODOCER,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,VWSRHOIRMGHAPR-UHFFFAOYSA-N
ODOCOB01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GDWGYEKGZJOUHE-UHFFFAOYSA-N
ODOFES,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GELVZYOEQVJIRR-UHFFFAOYSA-N
ODOFIW,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GELVZYOEQVJIRR-UHFFFAOYSA-N
ODOFOC,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GELVZYOEQVJIRR-UHFFFAOYSA-N
ODOMIF,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,GOXNVAKIWBEGOF-UHFFFAOYSA-N
ODOYEO,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,IYRGXJIJGHOCFS-UHFFFAOYSA-N
ODUMIK,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,PEUPUKDBCPLDIH-UHFFFAOYSA-N
OFABIG,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ROFVEXUMMXZLPA-UHFFFAOYSA-N
OFAGOU,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,XUVYGCGKYGXNCV-UHFFFAOYSA-N
OFANOA,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,ROFVEXUMMXZLPA-UHFFFAOYSA-N
OFANUG,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DGEZNRSVGBDHLK-UHFFFAOYSA-N
OFICUC,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,DGEZNRSVGBDHLK-UHFFFAOYSA-N
OFIDEN,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,PMARRVZZTMPNHP-UHFFFAOYSA-N
OFIRIE,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,PDQRQJVPEFGVRK-UHFFFAOYSA-N
OFIROK,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,PDQRQJVPEFGVRK-UHFFFAOYSA-N
OFIXEH,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ZLJKWGRECSXQOX-UHFFFAOYSA-N
OFOBUJ,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,JUJWROOIHBZHMG-UHFFFAOYSA-N
OFOJAV,Nd,60,144.242,2.01,2.7625,208.0,1.916,,0.176539,1.14,YKGHYTHNPWEYBV-UHFFFAOYSA-N
OFOJEZ,Sm,62,150.36,1.98,,192.0,,,0.185468,1.17,YKGHYTHNPWEYBV-UHFFFAOYSA-N
OFORUX,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,BKOLKMQZYAJKJF-UHFFFAOYSA-N
OGAGEJ,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
OGAHUA01,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,NYAZXHASVIWIRJ-UHFFFAOYSA-N
OGAPIY,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,BJOBQDXJCHXRPF-UHFFFAOYSA-N
OGEDAH,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,ZATMQQFXKCSCSO-UHFFFAOYSA-N
OGEKET,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,UXTFKIJKRJJXNV-UHFFFAOYSA-N
OGIYIP,Sb,51,121.76,1.39,4.3041945,43.0,1.046,11.74,0.19187739999999998,2.05,DRGAZIDRYFYHIJ-UHFFFAOYSA-N
OGOXOA,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,UIANYESDIYVJNS-UHFFFAOYSA-N
OGUCOJ,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,LYKXFSYCKWNWEZ-UHFFFAOYSA-N
OGUCUP,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,LYKXFSYCKWNWEZ-UHFFFAOYSA-N
OGUKAF,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,WYUUFCBPVDRJCP-UHFFFAOYSA-N
OGUKEJ,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,WYUUFCBPVDRJCP-UHFFFAOYSA-N
OGUQIQ,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,ROFVEXUMMXZLPA-UHFFFAOYSA-N
OGUQOW,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,WTZDTUCKEBDJIM-UHFFFAOYSA-N
OGUREO,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,KERUZVJPDGMWPL-UHFFFAOYSA-N
OGUVES,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,HKEWOTUTAYJWQJ-UHFFFAOYSA-N
OGUVIW,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,HKEWOTUTAYJWQJ-UHFFFAOYSA-N
OGUVOC,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,HKEWOTUTAYJWQJ-UHFFFAOYSA-N
OHAVAV,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,WAFMDSANKDBFRG-UHFFFAOYSA-N
OHEMIX,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,DWFUMXBWMOLWCO-UHFFFAOYSA-N
OHESIF,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ITQTTZVARXURQS-UHFFFAOYSA-N
OHESOL,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,HWWYDZCSSYKIAD-UHFFFAOYSA-N
OHIDOZ,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,ILQQCTIUVIZGAD-AYKLPDECSA-N
OHIDUH,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
OHIMIC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DRJQEQQHTVMVJN-UHFFFAOYSA-N
OHIZIO,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DXBSTJWOAPIKHN-UHFFFAOYSA-N
OHIZIO01,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DXBSTJWOAPIKHN-UHFFFAOYSA-N
OHIZUA,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DGEZNRSVGBDHLK-UHFFFAOYSA-N
OHOFOG,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,AZVPUVHTLAXDBK-UHFFFAOYSA-N
OHOLIH,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ZMLSKZPXWCHAEN-UHFFFAOYSA-N
OHUGIH,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,UXTFKIJKRJJXNV-UHFFFAOYSA-N
OJASIC,Cr,24,51.9961,1.39,3.383255,83.0,0.6659999999999999,9.77,0.13130529999999999,1.66,UOJZYBFRNITHCX-UHFFFAOYSA-N
OJEDEM01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DGEZNRSVGBDHLK-UHFFFAOYSA-N
OKECUE,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MWVTWFVJZLCBMC-UHFFFAOYSA-N
OKEFOB,La,57,138.90547,2.07,2.78845,215.0,0.47,,0.163142,1.1,GRVDJDISBSALJP-UHFFFAOYSA-N
OKEFUH,Ce,58,140.116,2.04,2.7693,205.0,0.65,,0.16760999999999998,1.12,GRVDJDISBSALJP-UHFFFAOYSA-N
OKEGAO,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,GRVDJDISBSALJP-UHFFFAOYSA-N
OKEGES,Nd,60,144.242,2.01,2.7625,208.0,1.916,,0.176539,1.14,GRVDJDISBSALJP-UHFFFAOYSA-N
OKERIG,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,QQUJAHSIMREWSW-UHFFFAOYSA-N
OKIPUU,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,VWEMXHIETGGHKH-UHFFFAOYSA-N
OKOQEM,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,DGEZNRSVGBDHLK-UHFFFAOYSA-N
OKUGOR,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,UGRNVDYISNJJSB-UHFFFAOYSA-N
OKUYAV,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,IIZHJFGPAVNECN-UHFFFAOYSA-N
OKUYEZ,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,IIZHJFGPAVNECN-UHFFFAOYSA-N
OLOFIF,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,QWXMDQJXEFTOLM-UHFFFAOYSA-N
OMACIP,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FRXUKLVVIFSLNO-UHFFFAOYSA-N
OMACOV,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,FRXUKLVVIFSLNO-UHFFFAOYSA-N
OMAXUX,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DQRKTVIJNCVZAX-UHFFFAOYSA-N
OMIHEX,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,YNJQEBCSNJSSET-UHFFFAOYSA-N
OMOYEV,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,LFYHZZDPIJIJMU-UHFFFAOYSA-N
OMUYUR,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DGEZNRSVGBDHLK-UHFFFAOYSA-N
ONAMAT,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,DESKXQISJOCIDX-UHFFFAOYSA-N
ONUPOD,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WZPKBZKHYIWHCS-UHFFFAOYSA-N
OPIRIQ,Mg,12,24.305,1.41,,71.2,,7.646,0.121644,1.31,XDZPALHQIHAKSY-UHFFFAOYSA-N
