Refcode,metal,Atomic_number,Atomic_weight,Atomic_redius,M_electronegativity,Polarizability,Electron_affinity,Allen_en,Ghosh_en,Pauling_en,Inchikey
HIBJAG,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,JIVLDFFWTQYGSR-UHFFFAOYSA-N
HIBVET,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,OWVZESVDNQLQPV-UHFFFAOYSA-N
HICVOG,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,RCJGHUKFVNWNAR-UHFFFAOYSA-N
HICWAU,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,WPDZEFKMRDQQAZ-UHFFFAOYSA-N
HIDGAF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,UXTFKIJKRJJXNV-UHFFFAOYSA-N
HIDMIS,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,WAFMDSANKDBFRG-UHFFFAOYSA-N
HIDNEQ,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,SBYHFKPVCBCYGV-UHFFFAOYSA-N
HIDWEX,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JYZIHLWOWKMNNX-UHFFFAOYSA-N
HIDZOK,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,JUJWROOIHBZHMG-UHFFFAOYSA-N
HIDZOK01,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,JUJWROOIHBZHMG-UHFFFAOYSA-N
HIFGIO,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,CRYWFVALWXPJRY-UHFFFAOYSA-N
HIFZIG,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,RFFQGKVABDVQQE-UHFFFAOYSA-N
HIFZOM,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,RFFQGKVABDVQQE-UHFFFAOYSA-N
HIFZUS,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,RFFQGKVABDVQQE-UHFFFAOYSA-N
HIGYAZ,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,DGEZNRSVGBDHLK-UHFFFAOYSA-N
HIGYIH,Yb,70,173.054,1.87,3.12708,139.0,-0.02,,0.22119,,DGEZNRSVGBDHLK-UHFFFAOYSA-N
HIHGOU,Ce,58,140.116,2.04,2.7693,205.0,0.65,,0.16760999999999998,1.12,OQLSUWQLWUDGGW-UHFFFAOYSA-N
HIHJAK,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,LZJHYSIIBYGWKM-UHFFFAOYSA-N
HIKBUZ,Yb,70,173.054,1.87,3.12708,139.0,-0.02,,0.22119,,WYURNTSHIVDZCO-UHFFFAOYSA-N
HIKDIQ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,MIFVIKFUGIBACJ-UHFFFAOYSA-N
HIKDIQ01,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,MIFVIKFUGIBACJ-UHFFFAOYSA-N
HILZUZ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,QBWGTJUMEXOREZ-UHFFFAOYSA-N
HIPQIG,K,19,39.0983,2.03,2.17033177,289.7,0.50147,4.34,0.0981896,0.82,KWIUHFFTVRNATP-UHFFFAOYSA-N
HIQVOT,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DHDHJYNTEFLIHY-UHFFFAOYSA-N
HIVQAG,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,OWVZESVDNQLQPV-UHFFFAOYSA-N
HIYZEV,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,YKIRFVZUSXXHGB-UHFFFAOYSA-N
HIYZEV01,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,YKIRFVZUSXXHGB-UHFFFAOYSA-N
HIZJEH,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,GEVQXSGLWFLBTP-UHFFFAOYSA-N
HIZJOR,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,ROFVEXUMMXZLPA-UHFFFAOYSA-N
HIZPAJ,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,XLLIUDMGQNPRJS-UHFFFAOYSA-N
HIZZIB,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,XLLIUDMGQNPRJS-UHFFFAOYSA-N
HOJNIF,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
HOJNOL,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
HOJNUR,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
HOJPAZ,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
HOJPED,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
HOJPIH,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
HOQKII,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,GYVVQMXBUZUCDG-UHFFFAOYSA-N
HOQKOO,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,LCZUOKDVTBMCMX-UHFFFAOYSA-N
HORCEZ,Li,3,6.94,1.28,2.6958573805,164.1125,0.618049,5.392,0.105093,0.98,ZMXDDKWLCZADIW-UHFFFAOYSA-N
HORJOP,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,GLUUGHFHXGJENI-UHFFFAOYSA-N
HORSUF,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,NKUFFYFOBGGDTP-UHFFFAOYSA-N
HORVUF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JIHQDMXYYFUGFV-UHFFFAOYSA-N
HORWAM,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JIHQDMXYYFUGFV-UHFFFAOYSA-N
HORWEQ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JIHQDMXYYFUGFV-UHFFFAOYSA-N
HORWUJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,KLKRDKBVWOHKRM-UHFFFAOYSA-N
HOSPEL,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,QRUQDHYNSZYLCR-UHFFFAOYSA-N
HOVJAG,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,OGEIHZWMTCYZGQ-UHFFFAOYSA-N
HOVJIN,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,RTYYYTBAWFWSMS-UHFFFAOYSA-N
HOWQAM,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MWVTWFVJZLCBMC-UHFFFAOYSA-N
HOXFEG,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,KABCCVDBGPCBKW-UHFFFAOYSA-N
HOXFOQ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,UYZASIPIYJETHE-UHFFFAOYSA-N
HOXFUW,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,UYZASIPIYJETHE-UHFFFAOYSA-N
HOXSUK,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,BLQRQSOHZBCNCV-UHFFFAOYSA-N
HOXVOI,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,IBIVHOMEGBICLK-UHFFFAOYSA-N
HOYQAP,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DPFFXSPEODLYOH-UHFFFAOYSA-N
HOYQAP01,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,YFFQUDCLMWOYCW-UHFFFAOYSA-N
HUCBUD,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JUJWROOIHBZHMG-UHFFFAOYSA-N
HUCWOT,Sm,62,150.36,1.98,,192.0,,,0.185468,1.17,FXHOOIRPVKKKFG-UHFFFAOYSA-N
HUCXEK,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,FXHOOIRPVKKKFG-UHFFFAOYSA-N
HUCXOU,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,GFKKWHPGLUOKLT-UHFFFAOYSA-N
HUFJUN,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JYYNAJVZFGKDEQ-UHFFFAOYSA-N
HUGLIG,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,MURXBMUMXOJVCR-UHFFFAOYSA-N
HUGLOM,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,DCNWZFYFAQIPBD-UHFFFAOYSA-N
HUGLUS,Ga,31,69.723,1.22,2.9996509,50.0,0.43,10.39,0.17237729999999998,1.81,DCNWZFYFAQIPBD-UHFFFAOYSA-N
HUJHID,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,MGFJDEHFNMWYBD-OWOJBTEDSA-N
HUJHID01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,MGFJDEHFNMWYBD-OWOJBTEDSA-N
HUJHUP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,CZPWVGJYEJSRLH-UHFFFAOYSA-N
HUJHUP01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,CZPWVGJYEJSRLH-UHFFFAOYSA-N
HULGAZ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DOIZWYJRGAHWGF-UHFFFAOYSA-N
HULGED,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DOIZWYJRGAHWGF-UHFFFAOYSA-N
HULGIH,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DOIZWYJRGAHWGF-UHFFFAOYSA-N
HULGON,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DOIZWYJRGAHWGF-UHFFFAOYSA-N
HUPZAV,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,CBMYFVSIIYILRH-UHFFFAOYSA-N
HURGUX01,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,DESKXQISJOCIDX-UHFFFAOYSA-N
HUSHUY,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
HUSPOB,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,HMPUVKXKHRDNLY-UHFFFAOYSA-N
HUSPUH,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,HLVRLDPPLAWQNQ-UHFFFAOYSA-N
HUSQES,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,VOIOBQJQHVEULT-LVEBTZEWSA-N
HUSQIW,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,ZJQOXLOCVJIRPJ-HPTOCUNQSA-N
HUSQOC,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,LEDGEKXUUKHMFP-IGPDSHPZSA-N
HUTSIY,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,WVPIKIMCQSPACT-UHFFFAOYSA-N
HUTWUQ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,XLLIUDMGQNPRJS-UHFFFAOYSA-N
HUTXEB,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,XLLIUDMGQNPRJS-UHFFFAOYSA-N
HUTZAX,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,KSAZXMPAEJPZAI-UHFFFAOYSA-N
HUTZAX01,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,KSAZXMPAEJPZAI-UHFFFAOYSA-N
HUVWUQ,Nd,60,144.242,2.01,2.7625,208.0,1.916,,0.176539,1.14,DGEZNRSVGBDHLK-UHFFFAOYSA-N
HUVXAX,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,DGEZNRSVGBDHLK-UHFFFAOYSA-N
HUWHOY,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MIFVIKFUGIBACJ-UHFFFAOYSA-N
HUZJUI01,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,USILCGNAAAODFG-UHFFFAOYSA-N
IBAKIH,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DGEZNRSVGBDHLK-UHFFFAOYSA-N
IBICAZ,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LCJRAKWMHIPFFR-JTQLQIEISA-N
IBICED,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LCJRAKWMHIPFFR-JTQLQIEISA-N
IBICIH,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LCJRAKWMHIPFFR-SNVBAGLBSA-N
IBICON,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LCJRAKWMHIPFFR-SNVBAGLBSA-N
IBIDAA,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LCJRAKWMHIPFFR-JTQLQIEISA-N
IBIXEZ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OWHUSUFTBDLEKG-UHFFFAOYSA-N
IBIXOJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,JWHUNJBKTXKJEQ-ZPUQHVIOSA-N
IBIYAV,La,57,138.90547,2.07,2.78845,215.0,0.47,,0.163142,1.1,VOLGAXAGEUPBDM-UHFFFAOYSA-N
IBOPUN,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,JWHUNJBKTXKJEQ-ZPUQHVIOSA-N
IBUCAL,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,QQGBOTMLLKVQQE-UHFFFAOYSA-N
IBUYOV,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,OXWLOUPWTRJAQF-UHFFFAOYSA-N
ICABIZ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,NRGGMCIBEHEAIL-UHFFFAOYSA-N
ICABUL,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,NYAZXHASVIWIRJ-UHFFFAOYSA-N
ICACAS,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,NYPYPOZNGOXYSU-UHFFFAOYSA-N
ICACIA,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,VJXRKZJMGVSXPX-UHFFFAOYSA-N
ICACOG,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,PWRBCZZQRRPXAB-UHFFFAOYSA-N
ICADEX,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SJRJJKPEHAURKC-UHFFFAOYSA-N
ICADIB,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,NYAZXHASVIWIRJ-UHFFFAOYSA-N
ICAGIE,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JORWCVYYRMMDLX-UHFFFAOYSA-N
ICAGOK,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,COIXNQUTQAFUCZ-UHFFFAOYSA-N
ICAWAM,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,BCGWXFMKXWLMRL-UHFFFAOYSA-N
ICEDOL,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,BFDYZBHRSQGOQJ-UHFFFAOYSA-N
ICEMAF,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
ICIYOI,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,HEGVMUIQAQWUMW-UHFFFAOYSA-N
IDASOX,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,JBZVHZUXEKSPOJ-UHFFFAOYSA-N
IDIMIU,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,AODALHUPEBREOC-UHFFFAOYSA-N
IDINOB,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,BSKHPKMHTQYZBB-UHFFFAOYSA-N
IDIVIB,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,IQEUGVUPKKZVFP-ZCFIWIBFSA-N
IDIWIB,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
IDIWOH,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
IDIWOH01,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
IDIWOH02,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
IDIWOH03,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
IDIWOH04,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
IDIWOH05,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
IDIWOH06,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
IDIWUN,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,RAXJMYHMQXJGIN-UHFFFAOYSA-N
IDIYEC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ISJHBUNSZDXYGY-UHFFFAOYSA-N
IDOPAV,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,ROFVEXUMMXZLPA-UHFFFAOYSA-N
IDUKIE,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,LGCPYQSYWVJQCJ-UHFFFAOYSA-N
IDULAX,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,LGCPYQSYWVJQCJ-UHFFFAOYSA-N
IDUZAK,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WFJPNBBPZDYEEI-UHFFFAOYSA-N
IFAQAI,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,PKCTWCKZSHPIEA-UHFFFAOYSA-N
IFASOZ,Mg,12,24.305,1.41,,71.2,,7.646,0.121644,1.31,LBMRUWKWSWZBNC-UHFFFAOYSA-N
IFECEB,Tl,81,204.38,1.45,3.0541435,50.0,0.377,,0.173447,1.8,MWVTWFVJZLCBMC-UHFFFAOYSA-N
IFEKAG,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,ROFVEXUMMXZLPA-UHFFFAOYSA-N
IFENOY01,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JFZWSKCJSOMXGM-UHFFFAOYSA-N
IFENOY02,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JFZWSKCJSOMXGM-UHFFFAOYSA-N
IFENOY03,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JFZWSKCJSOMXGM-UHFFFAOYSA-N
IFEPUG,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JFZWSKCJSOMXGM-UHFFFAOYSA-N
IFEQAN,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JFZWSKCJSOMXGM-UHFFFAOYSA-N
IFEQER,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JFZWSKCJSOMXGM-UHFFFAOYSA-N
IFEQIV,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JFZWSKCJSOMXGM-UHFFFAOYSA-N
IFIFAF,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WREVVZMUNPAPOV-UHFFFAOYSA-N
IGAVIX,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,LNIMMWYNSBZESE-UHFFFAOYSA-N
IGAVUJ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,NYPYPOZNGOXYSU-UHFFFAOYSA-N
IGAWAQ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GYCPLYCTMDTEPU-UHFFFAOYSA-N
IGEFOP,Hg,80,200.592,1.32,,33.91,,10.44,0.16899999999999998,1.9,INUSCVLFKYGCDR-UHFFFAOYSA-N
IGEVUM,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,MBNDYCQCYUGGGA-UHFFFAOYSA-N
IGEWOH,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,MBNDYCQCYUGGGA-UHFFFAOYSA-N
IGEWUM03,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,RXCLNJHKYYZNSF-UPHRSURJSA-N
IGIDOR01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DGEZNRSVGBDHLK-UHFFFAOYSA-N
IGINIX,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,NPGSUFYBBCRXKB-UHFFFAOYSA-N
IGINIX01,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ZMXDDKWLCZADIW-UHFFFAOYSA-N
IGINOD,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,NPGSUFYBBCRXKB-UHFFFAOYSA-N
IGOJIZ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,IBRPEOCBRYYINT-UHFFFAOYSA-N
IGOXIM,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,GANQBIDEZNXUIH-UHFFFAOYSA-N
IGUFAR,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DQRKTVIJNCVZAX-UHFFFAOYSA-N
IGUJUS,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,CSFOEHBWQBPCLB-MRVPVSSYSA-N
IGURAE,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,LPPLVTOEOMJNPS-UHFFFAOYSA-N
IGUXUE,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,WEVYAHXRMPXWCK-UHFFFAOYSA-N
IHAVIW,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,VPWMJSCISYDBKL-UHFFFAOYSA-N
IHEFAC,Nd,60,144.242,2.01,2.7625,208.0,1.916,,0.176539,1.14,DVKAXXDFBWAMQT-UHFFFAOYSA-N
IHELIT,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,ROFVEXUMMXZLPA-UHFFFAOYSA-N
IHEYUS,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,LEABJRLNJPJMBP-UHFFFAOYSA-N
IHEZED,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JMXCYNVSDZSVQC-UHFFFAOYSA-N
IHEZIH,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JMXCYNVSDZSVQC-UHFFFAOYSA-N
IHEZON,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JMXCYNVSDZSVQC-UHFFFAOYSA-N
IHIBEG,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MWVTWFVJZLCBMC-UHFFFAOYSA-N
IHIBEJ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,RVRWBOXTJYWVEC-UHFFFAOYSA-N
IHIBOT,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,UNNKFRMXAJUXAO-UHFFFAOYSA-N
IHICAG,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,UNNKFRMXAJUXAO-UHFFFAOYSA-N
IHIDIP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,KWHBBPPIXVFBRM-UHFFFAOYSA-N
IHIDOV,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,KWHBBPPIXVFBRM-UHFFFAOYSA-N
IHIKOC,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,QEBGYWLSCQHLIF-UHFFFAOYSA-N
IJACEB,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,QZTLGTLLTYZNGF-UHFFFAOYSA-N
IJACEB01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,QZTLGTLLTYZNGF-UHFFFAOYSA-N
IJACIF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OIZREJHRDTZYLD-LBPRGKRZSA-N
IJASAN,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
IJIRUP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DRGAZIDRYFYHIJ-UHFFFAOYSA-N
IJOCUG,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,HALVBZXTAPUHRR-UHFFFAOYSA-N
IJOFOE,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,JWPDUQLIPMJLOF-UHFFFAOYSA-N
