,compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,Egap,catalog,nspecies
6274,O4Si2,aflow:514d6e89553bd6f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Si1_ICSD_77460,227,cF24,5.3686,ICSD,2
6275,O4Si2,aflow:76baad772c7333df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Si1_ICSD_162620,227,cF24,5.3686,ICSD,2
6276,O4Si2,aflow:853b27415a8007d1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Si1_ICSD_77458,227,cF24,5.3686,ICSD,2
6277,O8Si4,aflow:d18e9eab0b9c7a40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_44270,194,hP12,5.373,ICSD,2
6278,O8Si4,aflow:fe1a41979d38ff05,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_40901,20,oS24,5.3742,ICSD,2
6279,O8Si4,aflow:0e7071de7a46c90a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_40902,194,hP12,5.3754,ICSD,2
6280,O8Si4,aflow:a75f2e77e21cebb9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_40900,20,oS24,5.3773,ICSD,2
6281,O8Si4,aflow:4f6fd75f4f983a86,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_15321,20,oS24,5.3777,ICSD,2
6282,O8Si4,aflow:012580c76137accc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_40895,20,oS24,5.381,ICSD,2
6283,O32Si16,aflow:abd2cb359ff27c6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_171736,12,mS96,5.3821,ICSD,2
6284,O24Si12,aflow:18221eb6cd42252e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_162626,5,mS72,5.3828,ICSD,2
6285,O8Si4,aflow:572657eb5844716d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Si1_ICSD_154321,4,mP12,5.3839,ICSD,2
6286,O8Si4,aflow:170838e139988cb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Si1_ICSD_417476,4,mP12,5.3857,ICSD,2
6287,O24Si12,aflow:c325ba57c61c0db2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_170494,12,mS72,5.3857,ICSD,2
6288,O8Si4,aflow:aa6d3dbf5e9da5ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_40898,20,oS24,5.3874,ICSD,2
6289,Ca2Cl4,aflow:811409383cd8cf51,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca1Cl2_ICSD_246416,58,oP6,5.3897,ICSD,2
6290,O16Si8,aflow:df3ae644ca86ec5b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_170497,63,oS48,5.392,ICSD,2
6291,Be6H12,aflow:7bbfca47ae7bd4e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Be1H2_ICSD_655664,72,oI36,5.3926,ICSD,2
6292,F24Hf6,aflow:3817e7500c1d211c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/F4Hf1_ICSD_66008,15,mS60,5.3988,ICSD,2
6293,C38H68,aflow:8ed4298fff211d45,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C19H34_ICSD_56911,4,mP106,5.402,ICSD,2
6294,Ca2Cl4,aflow:34f1d9b9b490dafb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca1Cl2_ICSD_26686,58,oP6,5.4047,ICSD,2
6295,Ca2Cl4,aflow:cdf635a6f01a0630,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca1Cl2_ICSD_26158,58,oP6,5.4047,ICSD,2
6296,O24Si12,aflow:241bd8364d2eb42e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_170521,162,hP36,5.4049,ICSD,2
6297,O8Si4,aflow:02980204caec92e8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_162621,20,oS24,5.4182,ICSD,2
6298,Be6H12,aflow:d3281efca515fbeb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Be1H2_ICSD_161367,72,oI36,5.4212,ICSD,2
6299,O8Si4,aflow:c245a7a6fd3c4de4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_162622,20,oS24,5.427,ICSD,2
6300,O24Si12,aflow:251610cb1a60838e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_62581,63,oS72,5.4277,ICSD,2
6301,O32Si16,aflow:5cd05fa669ce2d24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Si1_ICSD_170498,140,tI96,5.4329,ICSD,2
6302,O36Si18,aflow:733b7ff872e7637f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_55948,63,oS108,5.4335,ICSD,2
6303,Ba1Cl2,aflow:6a9703b2d7b80183,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Cl2_ICSD_2191,225,cF12,5.4354,ICSD,2
6304,O36Si18,aflow:5a455b36ac943f89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_167786,63,oS108,5.4394,ICSD,2
6305,O8Si4,aflow:a819a7eef65c46ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_29343,182,hP12,5.4406,ICSD,2
6306,Ca2Cl4,aflow:a5a091073f1280dc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca1Cl2_ICSD_51238,58,oP6,5.4449,ICSD,2
6307,O32Si16,aflow:12049435677c3103,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_170517,120,tI48,5.4475,ICSD,2
6308,H24O12,aflow:8904948f3600421d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/H2O1_ICSD_249227,4,mP36,5.4494,ICSD,2
6309,H24O12,aflow:dce431b6bd194dd9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/H2O1_ICSD_249226,4,mP36,5.45,ICSD,2
6310,H24O12,aflow:d9284dc88ec6cd75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/H2O1_ICSD_249224,19,oP36,5.4569,ICSD,2
6311,O8Si4,aflow:8fceba46e88ee0ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_75657,5,mS24,5.4581,ICSD,2
6312,H24O12,aflow:1ebb9c5acefa3972,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H2O1_ICSD_249224,1,aP36,5.4622,ICSD,2
6313,O8Si4,aflow:38c5579b0f2b6759,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_162614,92,tP12,5.4698,ICSD,2
6314,O24Si12,aflow:3dd0d3cf29cc4b04,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_56684,60,oP36,5.4726,ICSD,2
6315,O12Si6,aflow:f0a70219f9e20e55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O2Si1_ICSD_183701,217,cI36,5.4777,ICSD,2
6316,O32Si16,aflow:af8974cc06fc76fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Si1_ICSD_170499,141,tI96,5.4834,ICSD,2
6317,O12Si6,aflow:5ff559d0c1cac4cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_170496,194,hP18,5.4901,ICSD,2
6318,O8Si4,aflow:94a7f9ace28c005d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_153886,92,tP12,5.4971,ICSD,2
6319,O8Si4,aflow:41953cd361bd4ad6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_413210,9,mS24,5.5031,ICSD,2
6320,O24Si12,aflow:e86a6adab69edc6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_170559,12,mS72,5.5083,ICSD,2
6321,O8Si4,aflow:bbd063942a7c35a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_81381,9,mS24,5.5088,ICSD,2
6322,F3La1,aflow:6ef77c38736cfd38,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/F3La1_ICSD_167554,139,tI8,5.5123,ICSD,2
6323,Cl2Mg1,aflow:5b235b725684340d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cl2Mg1_ICSD_17063,164,hP3,5.5127,ICSD,2
6324,H8O4,aflow:14dd1a1c2d29e588,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/H2O1_ICSD_31683,4,mP12,5.5151,ICSD,2
6325,O48Si24,aflow:a461b6af4b750e1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_94091,19,oP72,5.5183,ICSD,2
6326,O16Si8,aflow:5776a1710b60ec68,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_52371,19,oP24,5.5184,ICSD,2
6327,O16Si8,aflow:a75642571911e18e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_170546,56,oP24,5.519,ICSD,2
6328,O8Si4,aflow:3760f975920e3151,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_34933,92,tP12,5.5205,ICSD,2
6329,O24Si12,aflow:a940d493a63d93a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_170561,8,mS72,5.5207,ICSD,2
6330,O8Si4,aflow:2742e5fd273b70ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_74530,92,tP12,5.5224,ICSD,2
6331,O8Si4,aflow:ea8ad7d575355499,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_77457,92,tP12,5.5227,ICSD,2
6332,O8Si4,aflow:5a188b17b0189e8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_75653,20,oS24,5.524,ICSD,2
6333,O8Si4,aflow:a614499919eb5f27,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_47221,92,tP12,5.5244,ICSD,2
6334,O20P8,aflow:6f838c906164b306,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/O5P2_ICSD_655005,161,hR28,5.5245,ICSD,2
6335,O48Si24,aflow:9234fc8908490437,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_153470,19,oP72,5.5245,ICSD,2
6336,O8Si4,aflow:67b6ca491ac79acc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_180900,92,tP12,5.5246,ICSD,2
6337,O8Si4,aflow:088983067b706310,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_77456,92,tP12,5.5247,ICSD,2
6338,O8Si4,aflow:a2e9f2749a8e6613,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_44268,92,tP12,5.5254,ICSD,2
6339,O8Si4,aflow:b2ea2a71662a72bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75488,92,tP12,5.5257,ICSD,2
6340,O16Si8,aflow:503a9a5a0891ad5f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Si1_ICSD_24587,198,cP24,5.5268,ICSD,2
6341,O8Si4,aflow:696a8e19f425d20a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_180901,92,tP12,5.5269,ICSD,2
6342,O8Si4,aflow:db57405c68b92472,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_34932,92,tP12,5.5274,ICSD,2
6343,O16Si8,aflow:67bd0cf5ff75e4c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Si1_ICSD_91737,14,mP24,5.5282,ICSD,2
6344,O8Si4,aflow:2a9113ba63e868bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_34931,92,tP12,5.529,ICSD,2
6345,O56Si28,aflow:27e71c19c7e0dbba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O112Si56_ICSD_85470,12,mS168,5.5293,ICSD,2
6346,O8Si4,aflow:60774c614571b789,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75487,92,tP12,5.5295,ICSD,2
6347,O8Si4,aflow:1abd78eaeb759f3d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75651,96,tP12,5.5298,ICSD,2
6348,H24O12,aflow:8749b86f0ca6f2ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/H2O1_ICSD_64771,92,tP36,5.53,ICSD,2
6349,O6Si3,aflow:c051bcc2095b71b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_162612,180,hP9,5.5309,ICSD,2
6350,O8Si4,aflow:5030145a4c52f6f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_77454,92,tP12,5.5312,ICSD,2
6351,H24O12,aflow:fd652e3546e4a6d1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/H2O1_ICSD_27837,185,hP36,5.5312,ICSD,2
6352,O6Si3,aflow:745e8d90ccda22b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_77681,180,hP9,5.5319,ICSD,2
6353,O8Si4,aflow:a35f25165b071cff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_77455,92,tP12,5.5319,ICSD,2
6354,O6Si3,aflow:9f88d3e61aa31516,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_31088,180,hP9,5.5331,ICSD,2
6355,O68Si34,aflow:a908da3678e46c95,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Si1_ICSD_56320,227,cF408,5.5334,ICSD,2
6356,O8Si4,aflow:d2827ad42a60feb0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_162615,92,tP12,5.5339,ICSD,2
6357,O8Si4,aflow:1467a7ac74faac62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_30269,92,tP12,5.5343,ICSD,2
6358,Cl2Mg1,aflow:50a8d602af17e50a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cl2Mg1_ICSD_86439,166,hR3,5.5347,ICSD,2
6359,O6Si3,aflow:e979be689f3883d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_73072,180,hP9,5.5349,ICSD,2
6360,O8Si4,aflow:23637f8239b9b58b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_155244,92,tP12,5.535,ICSD,2
6361,O6Si3,aflow:e5688c3a43bcd5f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_93975,181,hP9,5.535,ICSD,2
6362,O68Si34,aflow:95236a4fad85678a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Si1_ICSD_77449,227,cF408,5.5351,ICSD,2
6363,O20P8,aflow:9aeb0734fe952c81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/O5P2_ICSD_40865,161,hR28,5.5353,ICSD,2
6364,O8Si4,aflow:2b4bad490a58205c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_180903,92,tP12,5.5355,ICSD,2
6365,O16Si8,aflow:840b8911f3274bb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_172292,15,mS48,5.5356,ICSD,2
6366,O6Si3,aflow:d380e1819cb7c8f3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89290,180,hP9,5.536,ICSD,2
6367,O6Si3,aflow:f327fc3511ee4282,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89292,180,hP9,5.5361,ICSD,2
6368,O6Si3,aflow:66f00d1b972f8e10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89285,180,hP9,5.5363,ICSD,2
6369,O6Si3,aflow:6bb7f8ea50dc5ce0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89289,180,hP9,5.5364,ICSD,2
6370,O6Si3,aflow:8417e751edadc70a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89287,180,hP9,5.5364,ICSD,2
6371,O6Si3,aflow:5cb381fdf14c1a33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_647437,180,hP9,5.5365,ICSD,2
6372,O6Si3,aflow:ae739d4d1de16286,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89288,180,hP9,5.5365,ICSD,2
6373,O8Si4,aflow:4a28543a48cefbe1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_34928,92,tP12,5.5366,ICSD,2
6374,O6Si3,aflow:c680d0812857e27b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89291,180,hP9,5.5367,ICSD,2
6375,O8Si4,aflow:299991d2f1511af0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_77453,92,tP12,5.5368,ICSD,2
6376,O6Si3,aflow:a23d5b8878b411e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89284,180,hP9,5.5369,ICSD,2
6377,O8Si4,aflow:7b2fba7d630c38df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75486,92,tP12,5.537,ICSD,2
6378,O6Si3,aflow:f4e01798a5c9908e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_89286,180,hP9,5.537,ICSD,2
6379,O16Si8,aflow:74815783757f5936,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_172291,15,mS48,5.5371,ICSD,2
6380,O16Si8,aflow:d59071a52301af47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_162628,15,mS48,5.5375,ICSD,2
6381,F18La6,aflow:f4c8b77055a285b8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F3La1_ICSD_16964,182,hP24,5.5375,ICSD,2
6382,O8Si4,aflow:e225e94a23ec00a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_47219,92,tP12,5.5376,ICSD,2
6383,O8Si4,aflow:36518079e68c2422,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_34930,92,tP12,5.5384,ICSD,2
6384,O6Si3,aflow:ed2d08dc05710add,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_162613,180,hP9,5.5395,ICSD,2
6385,O8Si4,aflow:2fd434aa74249fd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_162245,92,tP12,5.5396,ICSD,2
6386,O16Si8,aflow:14085a531f1130a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_162627,15,mS48,5.54,ICSD,2
6387,O8Si4,aflow:9d05db544fcf0956,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75300,92,tP12,5.5402,ICSD,2
6388,F3La1,aflow:d9c949dae8ce1239,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F3La1_ICSD_167555,139,tI8,5.5403,ICSD,2
6389,O16Si8,aflow:398e2d0ebf1fae1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Si1_ICSD_91736,14,mP24,5.5407,ICSD,2
6390,O8Si4,aflow:620b473e20ced0b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75302,92,tP12,5.5407,ICSD,2
6391,O16Si8,aflow:60f8a39a3b5ab69f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_172296,15,mS48,5.5411,ICSD,2
6392,O16Si8,aflow:f32540899504793a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_36261,15,mS48,5.5411,ICSD,2
6393,O8Si4,aflow:4e0e4ba9f0483dd8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_180902,92,tP12,5.5415,ICSD,2
6394,O6Si3,aflow:9f305c3516b5f8fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_44093,180,hP9,5.5424,ICSD,2
6395,O16Si8,aflow:2b964cd8677b0847,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_172288,15,mS48,5.5426,ICSD,2
6396,O16Si8,aflow:828bac23e8e91277,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_100753,15,mS48,5.5435,ICSD,2
6397,O16Si8,aflow:51e3cb344feffe25,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_156195,15,mS48,5.5441,ICSD,2
6398,O16Si8,aflow:c86eb50653e63582,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Si1_ICSD_180904,14,mP24,5.5441,ICSD,2
6399,O16Si8,aflow:ca331a15454edbf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_100755,15,mS48,5.5441,ICSD,2
6400,O8Si4,aflow:990abc263f364162,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_155245,92,tP12,5.5442,ICSD,2
6401,F1Rb1,aflow:94dbdbbca7eb0cb7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Rb1_ICSD_53828,225,cF8,5.5444,ICSD,2
6402,O8Si4,aflow:5be0efb4ef9c331a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75484,92,tP12,5.5446,ICSD,2
6403,O16Si8,aflow:89c0bb576f5bc07c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_172295,15,mS48,5.5447,ICSD,2
6404,O32Si16,aflow:7718da7aa4c88709,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Si1_ICSD_162629,14,mP48,5.5454,ICSD,2
6405,O8Si4,aflow:f02ef1ad90c4b5f3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75650,92,tP12,5.5454,ICSD,2
6406,O8Si4,aflow:c14daa1c9c431343,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_47220,92,tP12,5.5456,ICSD,2
6407,O16Si8,aflow:a18884e9071aa64b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_65371,15,mS48,5.5457,ICSD,2
6408,O16Si8,aflow:972d04759e74e0a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_172287,15,mS48,5.5458,ICSD,2
6409,O8Si4,aflow:b28264328739b120,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_9327,92,tP12,5.546,ICSD,2
6410,O16Si8,aflow:0eb698c082b9f87d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Si1_ICSD_162616,198,cP24,5.5462,ICSD,2
6411,O8Si4,aflow:0eadf7b1f9b15883,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_34929,92,tP12,5.5464,ICSD,2
6412,O16Si8,aflow:140e21a8fd0b5984,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_100749,15,mS48,5.547,ICSD,2
6413,O8Si4,aflow:e94e39cf2dfa9f9d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75483,92,tP12,5.5471,ICSD,2
6414,O16Si8,aflow:5c30519d293f1c81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_172293,15,mS48,5.5473,ICSD,2
6415,O16Si8,aflow:b8125e7d712abf99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_49813,15,mS48,5.5473,ICSD,2
6416,O16Si8,aflow:b8831bf9e9e7bdeb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_100752,15,mS48,5.5476,ICSD,2
6417,O16Si8,aflow:cad14e7623f36068,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_172294,15,mS48,5.5478,ICSD,2
6418,O16Si8,aflow:8b419124d37ee274,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_18112,15,mS48,5.5485,ICSD,2
6419,O16Si8,aflow:e29f991f06324162,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_30869,15,mS48,5.5488,ICSD,2
6420,H24O12,aflow:720db8ce0329fde5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/H2O1_ICSD_249225,19,oP36,5.5489,ICSD,2
6421,O16Si8,aflow:6768729a2e8d66ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_65370,15,mS48,5.5491,ICSD,2
6422,O8Si4,aflow:725ede38b33cafc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_180898,92,tP12,5.5491,ICSD,2
6423,O8Si4,aflow:ca0f5cd98d61a01f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75301,92,tP12,5.5491,ICSD,2
6424,O16Si8,aflow:7c51d338e296d487,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_100081,15,mS48,5.5492,ICSD,2
6425,O32Si16,aflow:5028f1aa8ba27e2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O64Si32_ICSD_280624,21,oS96,5.5495,ICSD,2
6426,O16Si8,aflow:1854ebacc8bf40ad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_100754,15,mS48,5.5499,ICSD,2
6427,O8Si4,aflow:e1db5d25d180df9d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_75303,92,tP12,5.5499,ICSD,2
