,compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,Egap,catalog,nspecies
151,Ag4O2,aflow:1bfebc242d623030,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_247821,224,cP6,0.0868,ICSD,2
152,Ag4O2,aflow:4d38542810be0c93,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_174088,224,cP6,0.0868,ICSD,2
153,Ag4O2,aflow:808dafa8c6184c07,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_281041,224,cP6,0.0868,ICSD,2
154,Ag4O2,aflow:cb203d563f80e734,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_174089,224,cP6,0.0868,ICSD,2
155,Ag4O2,aflow:f024f2b3bfd420b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_173984,224,cP6,0.0868,ICSD,2
156,Ho1N1,aflow:94d462519cd16fc5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1N1_ICSD_169222,225,cF8,0.0869,ICSD,2
157,Ag4O2,aflow:0586f177ad1b8870,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_174090,224,cP6,0.087,ICSD,2
158,In16Te12,aflow:78075f4abb460151,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Te3_ICSD_182785,58,oP28,0.087,ICSD,2
159,Ag4O2,aflow:3a5d3d4aa9062675,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_605623,224,cP6,0.0871,ICSD,2
160,Ag4O2,aflow:c4ea5bc1f4d6f01e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_31058,224,cP6,0.0871,ICSD,2
161,Ag4O2,aflow:e8eb04c7f40f0f17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_174091,224,cP6,0.0871,ICSD,2
162,Cd8Sb8,aflow:d2d4b665ec8ffdb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cd1Sb1_ICSD_52830,61,oP16,0.0872,ICSD,2
163,Ag4O2,aflow:2ac7a746dbb1ec8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_35540,224,cP6,0.0874,ICSD,2
164,Sb2Te3,aflow:577b2f1d0c5dfe7e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Sb2Te3_ICSD_187536,166,hR5,0.0891,ICSD,2
165,Ho1N1,aflow:a007ce7ce6042f5b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1N1_ICSD_639438,225,cF8,0.0906,ICSD,2
166,Ho1N1,aflow:ca73fcfdb9ca3760,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1N1_ICSD_639436,225,cF8,0.0906,ICSD,2
167,Ge20Ir16,aflow:5706ba36060be2ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge5Ir4_ICSD_636696,116,tP36,0.0908,ICSD,2
168,C1Sn1,aflow:6734b78b40a05892,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Sn1_ICSD_182365,216,cF8,0.0914,ICSD,2
169,As8Th6,aflow:6d86066498c59241,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As4Th3_ICSD_611490,220,cI28,0.0924,ICSD,2
170,As8Th6,aflow:b11846f033748bea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As4Th3_ICSD_44849,220,cI28,0.0924,ICSD,2
171,As8Th6,aflow:fcd8ea5a8e6bca3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As4Th3_ICSD_611484,220,cI28,0.0925,ICSD,2
172,Ca8Sn4,aflow:b729facdeba1f74e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca2Sn1_ICSD_58935,62,oP12,0.0931,ICSD,2
173,Se4Tl4,aflow:aae50843c629508a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Se2Tl2_ICSD_104189,140,tI16,0.0941,ICSD,2
174,Ge20Ir16,aflow:86f92e6a466391a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge5Ir4_ICSD_42909,116,tP36,0.0949,ICSD,2
175,Sb12Sr20,aflow:bf2024ddbe753afb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Sb3Sr5_ICSD_77751,62,oP32,0.0951,ICSD,2
176,I12Zr4,aflow:4bb5f485ef748386,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/I3Zr1_ICSD_74648,59,oP16,0.0957,ICSD,2
177,In16Te12,aflow:accb10c274a24ce2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Te3_ICSD_79122,58,oP28,0.0967,ICSD,2
178,La4P20,aflow:d1f771d1396d28b1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/La1P5_ICSD_357,11,mP24,0.0977,ICSD,2
179,Cr4S6,aflow:2512f032412a7505,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cr2S3_ICSD_626604,148,hR10,0.0982,ICSD,2
180,Rb6Sb2,aflow:cd067bea9e495128,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rb3Sb1_ICSD_77991,194,hP8,0.0985,ICSD,2
181,Cr12S18,aflow:4ae8c0cde86b11e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr2S3_ICSD_626604,148,hR10,0.0989,ICSD,2
182,Rb6Sb2,aflow:74f738c7bfda9647,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rb3Sb1_ICSD_650044,194,hP8,0.1,ICSD,2
183,Ca8Sn4,aflow:c515a71afcc3e48a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca2Sn1_ICSD_659611,62,oP12,0.1,ICSD,2
184,O22Ti12,aflow:3e453def187c979b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O11Ti6_ICSD_90958,12,mS68,0.1001,ICSD,2
185,Co2Se2,aflow:b6f0363094ad9322,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Se1_ICSD_624983,194,hP4,0.1013,ICSD,2
186,O12Rh8,aflow:82884a76247c397e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Rh2_ICSD_181831,62,oP20,0.1027,ICSD,2
187,Se8U4,aflow:ea180bfc679e0349,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se2U1_ICSD_82295,62,oP12,0.1044,ICSD,2
188,Co2Se2,aflow:b0a00abf6ad8c760,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Se1_ICSD_42541,194,hP4,0.1051,ICSD,2
189,As16Se16,aflow:ab6f34bb1c3e41dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4Se4_ICSD_2056,14,mP32,0.1059,ICSD,2
190,Co2Se2,aflow:22a54302a9f4dff8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Se1_ICSD_53072,194,hP4,0.106,ICSD,2
191,Pd4Yb4,aflow:35579f80356a50b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Yb1_ICSD_649124,62,oP8,0.106,ICSD,2
192,Bi2O3,aflow:91a5e3005d09ff87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Bi2O3_ICSD_168808,115,tP5,0.106,ICSD,2
193,Sb4Te6,aflow:0d3b60b181534fcb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Sb2Te3_ICSD_187537,12,mS20,0.1061,ICSD,2
194,Co2Se2,aflow:ce3e6e1cd97d4a45,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Se1_ICSD_624996,194,hP4,0.1061,ICSD,2
195,Sb2Te3,aflow:cb9a566d1e0e88e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Sb2Te3_ICSD_20236,166,hR5,0.107,ICSD,2
196,Co2Se2,aflow:b44788c01b32f487,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Se1_ICSD_53959,194,hP4,0.1075,ICSD,2
197,Se4Tl4,aflow:58c62f68a6683e99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Se2Tl2_ICSD_30219,140,tI16,0.1079,ICSD,2
198,Se4Tl4,aflow:5c226dab81584acb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Se2Tl2_ICSD_44706,140,tI16,0.108,ICSD,2
199,Se4Tl4,aflow:38c4fac9822339c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Se1Tl1_ICSD_652068,140,tI16,0.1087,ICSD,2
200,Se4Tl4,aflow:40db193443a8e774,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Se1Tl1_ICSD_652070,140,tI16,0.1087,ICSD,2
201,In16Te12,aflow:b83eee2444aa089a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Te3_ICSD_79121,58,oP28,0.1131,ICSD,2
202,Cl6Tc2,aflow:5210f166482d83f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cl3Tc1_ICSD_262639,12,mS16,0.1137,ICSD,2
203,In16Te12,aflow:8cce5f8fde2737af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Te3_ICSD_14265,58,oP28,0.1142,ICSD,2
204,K2O4,aflow:5ff17bdbaf5b1a88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/K1O2_ICSD_38230,15,mS12,0.1149,ICSD,2
205,Ga4Ru2,aflow:6a88eb8ac6de949c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Ga2Ru1_ICSD_635228,70,oF24,0.1155,ICSD,2
206,K2O4,aflow:b2ad5a9f50c483f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/K1O2_ICSD_38246,15,mS12,0.1156,ICSD,2
207,K2O4,aflow:82109a23327c6a10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/K1O2_ICSD_87175,15,mS12,0.1169,ICSD,2
208,As6Na18,aflow:3a755950b41098fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_182164,185,hP24,0.1173,ICSD,2
209,Er1N1,aflow:42dbbb44078fab37,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_169223,225,cF8,0.1174,ICSD,2
210,S8U4,aflow:aec17f4186b3f65a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S2U1_ICSD_651311,62,oP12,0.1175,ICSD,2
211,N1Pr1,aflow:304bde4141ef14a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Pr1_ICSD_644632,225,cF8,0.1178,ICSD,2
212,C1N2,aflow:6852d98ddee59417,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C1N2_ICSD_247678,119,tI6,0.1186,ICSD,2
213,Sb2Te3,aflow:eedfafb5a7b6306f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Sb2Te3_ICSD_187495,166,hR5,0.1202,ICSD,2
214,Al4Ru2,aflow:9548f38c970677ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Al2Ru1_ICSD_58156,70,oF24,0.1204,ICSD,2
215,K2O4,aflow:98049c987b3cfcbe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/K1O2_ICSD_87184,15,mS12,0.1213,ICSD,2
216,As2K6,aflow:0960234cced5eaea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1K3_ICSD_26887,194,hP8,0.122,ICSD,2
217,Er1N1,aflow:3798ae92d314cf0d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_167758,225,cF8,0.1221,ICSD,2
218,P10Y2,aflow:13966f12bf16d972,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/P5Y1_ICSD_409188,11,mP12,0.1222,ICSD,2
219,Er1N1,aflow:241b15ea3f7ea0bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_53399,225,cF8,0.1228,ICSD,2
220,As16Zn24,aflow:b39ec284f87ad6cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As2Zn3_ICSD_611595,137,tP40,0.1228,ICSD,2
221,Er1N1,aflow:0196246ff0da3b9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_630795,225,cF8,0.1229,ICSD,2
222,Er1N1,aflow:64efcd4dfa398ff8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_630800,225,cF8,0.1229,ICSD,2
223,Er1N1,aflow:21dfa558b3f2bfcb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_630799,225,cF8,0.123,ICSD,2
224,Er1N1,aflow:b98f5cb6bf3eacce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_169208,225,cF8,0.123,ICSD,2
225,Er1N1,aflow:c7a3ed8833c76a91,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_44777,225,cF8,0.123,ICSD,2
226,Er1N1,aflow:f432ff74f897b470,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_630801,225,cF8,0.123,ICSD,2
227,Er1N1,aflow:89139d52f118a40a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_630798,225,cF8,0.1231,ICSD,2
228,Er1N1,aflow:0c00170c10e3a406,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_76483,225,cF8,0.1232,ICSD,2
229,Er1N1,aflow:9c6b53e6f944cef9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1N1_ICSD_106611,225,cF8,0.1232,ICSD,2
230,Hg1O2,aflow:acfd44e4772cfd20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Hg1O2_ICSD_48214,12,mS6,0.1258,ICSD,2
231,Se8U4,aflow:f18087bfd0d3364d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se2U1_ICSD_652123,62,oP12,0.1271,ICSD,2
232,O8Si4,aflow:a646aa237a1dac5a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/O2Si1_ICSD_56473,1,aP12,0.1282,ICSD,2
233,As16Zn24,aflow:f1b8c711a1f43dd7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As2Zn3_ICSD_44091,137,tP40,0.1295,ICSD,2
234,Eu2O3,aflow:423dff93383457ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Eu2O3_ICSD_659185,164,hP5,0.13,ICSD,2
235,O18Ti10,aflow:06f4ec13ab74148a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/O9Ti5_ICSD_9038,2,aP28,0.1304,ICSD,2
236,Ge1Mn2,aflow:6ea394b557908e35,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Mn2_ICSD_184947,216,cF12,0.1315,ICSD,2
237,O8Sn4,aflow:af6a97e4f29b7b82,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Sn1_ICSD_189466,205,cP12,0.1323,ICSD,2
238,Cd24P16,aflow:1adb46c6a8fe28ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Cd3P2_ICSD_620218,206,cI80,0.1326,ICSD,2
239,P8Th6,aflow:a399583f51c66a9a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/P4Th3_ICSD_648198,220,cI28,0.1328,ICSD,2
240,Os4Te8,aflow:cafbe37894e4a862,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Te2_ICSD_300225,205,cP12,0.1329,ICSD,2
241,As6Na18,aflow:971823792400daa4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_81564,185,hP24,0.1334,ICSD,2
242,P8Th6,aflow:90c08ceb00c13240,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/P4Th3_ICSD_648207,220,cI28,0.1335,ICSD,2
243,As6Na18,aflow:06d4c4ab10c340e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_81563,185,hP24,0.1338,ICSD,2
244,As6Na18,aflow:acbe033dcdbe1b93,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_79586,185,hP24,0.1338,ICSD,2
245,P8Th6,aflow:b54d46195d4156fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/P4Th3_ICSD_25724,220,cI28,0.1344,ICSD,2
246,As6Na18,aflow:ad61a4e59d186388,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_81565,185,hP24,0.1348,ICSD,2
247,Se8U4,aflow:47ab8983d9c2a83b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se2U1_ICSD_652135,62,oP12,0.1361,ICSD,2
248,As6Na18,aflow:64fee40f76facf10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_81566,185,hP24,0.1361,ICSD,2
249,O8Sn4,aflow:8874c261e7c23277,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Sn1_ICSD_56678,205,cP12,0.1363,ICSD,2
250,As2Na6,aflow:2e7952639cbaba48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_182162,194,hP8,0.1374,ICSD,2
251,Br10Pr4,aflow:57254ec588dcf9f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Br5Pr2_ICSD_62231,11,mP14,0.1392,ICSD,2
252,Fe6O8,aflow:ae346223bf4e7e28,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Fe3O4_ICSD_263012,63,oS28,0.1396,ICSD,2
253,O8Sn4,aflow:ac7367f8e630823e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Sn1_ICSD_56677,205,cP12,0.1397,ICSD,2
254,I10La4,aflow:da3ca1f4a55324a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/I5La2_ICSD_409702,11,mP14,0.1402,ICSD,2
255,As4Ge3,aflow:223188a15c60fe2f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As4Ge3_ICSD_163833,215,cP7,0.1408,ICSD,2
256,In16Se12,aflow:c6c0132e5fe62ec9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Se3_ICSD_425490,58,oP28,0.1408,ICSD,2
257,Se2Ti2,aflow:66516c3a8bc7b31e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se1Ti1_ICSD_652041,194,hP4,0.1411,ICSD,2
258,Ba6C120,aflow:f5dfc78812177863,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba3C60_ICSD_70063,223,cP126,0.1413,ICSD,2
259,In16Se12,aflow:fad6cac733c6b9f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Se3_ICSD_425489,58,oP28,0.1415,ICSD,2
260,Sn1Te1,aflow:9b1f3f6f5f1b8082,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Sn1Te1_ICSD_53956,216,cF8,0.1417,ICSD,2
261,Os4Te8,aflow:09fcff2bd6ce3986,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Te2_ICSD_24189,205,cP12,0.142,ICSD,2
262,Se2Ti2,aflow:42d80f0a1cd30afb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se1Ti1_ICSD_652053,194,hP4,0.142,ICSD,2
263,In16Se12,aflow:8218e9f56bfaf9dc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Se3_ICSD_79120,58,oP28,0.1429,ICSD,2
264,In16Se12,aflow:b566b09f00a18c27,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Se3_ICSD_23465,58,oP28,0.1431,ICSD,2
265,In16Se12,aflow:66258b3a71f54e96,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Se3_ICSD_425492,58,oP28,0.1433,ICSD,2
266,O8Sn4,aflow:7a19b7ea300c34bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Sn1_ICSD_181279,205,cP12,0.1434,ICSD,2
267,N1Y1,aflow:34ccd8147597912d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_644875,225,cF8,0.146,ICSD,2
268,N1Y1,aflow:6568a88298fd9a77,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_37413,225,cF8,0.146,ICSD,2
269,Co4Sb12,aflow:4629b8009acec4fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_153504,204,cI32,0.1461,ICSD,2
270,Se4Tl4,aflow:1129ad921009085f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Se1Tl1_ICSD_652064,140,tI16,0.1462,ICSD,2
271,N1Y1,aflow:ad2b06449c2f1562,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_76528,225,cF8,0.1464,ICSD,2
272,Au4P6,aflow:de8d09f7fe08f298,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Au2P3_ICSD_8058,12,mS20,0.1467,ICSD,2
273,Os4Te8,aflow:64a478ca17896a05,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Te2_ICSD_647826,205,cP12,0.1468,ICSD,2
274,N1Y1,aflow:d6e1b88b6a44b29e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_183179,225,cF8,0.1468,ICSD,2
275,N1Y1,aflow:82135285ed00e915,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_185492,225,cF8,0.1469,ICSD,2
276,Co4Sb12,aflow:7442569c0cfb9df2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_62110,204,cI32,0.147,ICSD,2
277,N1Y1,aflow:42f1d4b7d7b33fb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_644873,225,cF8,0.1471,ICSD,2
278,In16Se12,aflow:7f968efda23a4247,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In4Se3_ICSD_425491,58,oP28,0.1471,ICSD,2
279,Si6W3,aflow:7cb45a9c5f8fe7ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si2W1_ICSD_71504,180,hP9,0.1472,ICSD,2
280,N1Y1,aflow:fc879c30e78db51c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_185547,225,cF8,0.1472,ICSD,2
281,Co4Sb12,aflow:f0fa32c496fea034,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_99532,204,cI32,0.1473,ICSD,2
282,N1Y1,aflow:6418a829cbe478c8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_290471,225,cF8,0.1474,ICSD,2
283,N1Y1,aflow:63e256b4afba7919,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Y1_ICSD_161075,225,cF8,0.1477,ICSD,2
284,Si6W3,aflow:34071ae9df93c9a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si2W1_ICSD_652549,180,hP9,0.1478,ICSD,2
285,Os4Te8,aflow:7c849834617c30d1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Te2_ICSD_647829,205,cP12,0.1482,ICSD,2
286,Fe6O8,aflow:0988f350c4034818,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Fe3O4_ICSD_263010,63,oS28,0.1484,ICSD,2
287,Co4Sb12,aflow:2ebccc964e24c887,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_624902,204,cI32,0.1484,ICSD,2
288,Be48P32,aflow:a653b9b16344eef1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be3P2_ICSD_42038,142,tI160,0.1485,ICSD,2
289,Os4Te8,aflow:cc63e85f46f117c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Te2_ICSD_647832,205,cP12,0.1485,ICSD,2
290,Os4Te8,aflow:357f3d733d38861e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Te2_ICSD_647831,205,cP12,0.1488,ICSD,2
291,Co4Sb12,aflow:b08bbf10ddac10f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_79137,204,cI32,0.1492,ICSD,2
292,Be48P32,aflow:1d4317f31b13e118,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be3P2_ICSD_187676,142,tI160,0.1494,ICSD,2
293,Se8U4,aflow:4667bc780aafae8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se2U1_ICSD_652102,62,oP12,0.1495,ICSD,2
294,Cr2S2,aflow:47f3d2666620ccba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cr1S1_ICSD_16723,15,mS8,0.1505,ICSD,2
295,As16Zn24,aflow:503dd44d9317c07c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As2Zn3_ICSD_611608,206,cI80,0.1506,ICSD,2
296,As2Na6,aflow:6dc7964cf235e50b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_69676,194,hP8,0.1506,ICSD,2
297,As2Na6,aflow:b63a6f7984f71ddb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Na3_ICSD_26883,194,hP8,0.1508,ICSD,2
298,Co4Sb12,aflow:d8c58b5e841891f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_161491,204,cI32,0.1508,ICSD,2
299,Co4Sb12,aflow:c5f7deca203a8c23,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_41620,204,cI32,0.1509,ICSD,2
300,S3Ti3,aflow:22afe7b4bab779bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/S1Ti1_ICSD_184500,166,hR6,0.1511,ICSD,2
301,Co4Sb12,aflow:12216d6fa94132a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_62111,204,cI32,0.1516,ICSD,2
302,O8Sn4,aflow:902fd316c3b045b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Sn1_ICSD_157451,205,cP12,0.1517,ICSD,2
